0,94,96,5,0,-11,9,-12,8,-9,10,-6,10,-5,8,-2,7,3,7,6,6,7,4,8,1,10,1,10,2,8,3,9,5,11,5,12,3,12,3,11,3,11,5,12,5,11,4,11,5,11,5,9,4,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,4,-20,17,-21,15,-23,13,-25,14,-26,15,-26,14,-26,15,-28,15,-30,14,-32,12,-32,12,-30,15,-31,16,-30,15,-27,15,-26,12,-25,12,-25,12,-27,12,-28,12,-25,11,-23,11,-21,12,-18,11,-16,10,-13,7,-10,6,-26,21,-24,17,-22,14,-15,14,-8,13,-3,10,0,11,5,13,8,10,9,6,12,3,17,1,19,2,21,3,23,6,26,7,27,5,26,4,25,5,23,5,20,6,19,7,21,8,22,8,21,9,20,9,19,13,16,17,3,3,0,1,-1,-1,1,-1,0,-1,-3,0,-9,3,-51,16,-50,19,-44,24,-46,23,-50,22,-53,23,-53,24,-54,24,-52,24,-55,26,-59,25,-62,20,-63,16,-60,16,-58,18,-54,19,-48,22,-48,25,-50,24,-52,26,-53,27,-51,28,-42,25,-38,24,-36,24,-33,22,-34,19,-33,14
0,96,-128,5,0,11,-21,9,-20,8,-19,6,-16,4,-16,1,-15,0,-14,0,-13,0,-12,-1,-10,-2,-9,-3,-9,-4,-10,-4,-11,-4,-12,-5,-12,-5,-10,-4,-10,-4,-11,-5,-11,-5,-9,-4,-9,-5,-10,-5,-9,-4,-9,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,5,-28,8,-27,11,-28,12,-30,11,-28,13,-26,14,-27,14,-28,16,-28,18,-29,20,-29,20,-28,20,-27,22,-28,23,-29,21,-28,19,-26,19,-24,18,-25,18,-25,18,-23,17,-22,15,-22,14,-23,13,-25,11,-26,7,-13,22,-42,19,-40,16,-37,14,-34,11,-30,8,-28,6,-27,4,-26,2,-25,0,-24,-3,-22,-6,-21,-8,-20,-10,-20,-10,-21,-9,-22,-10,-22,-10,-22,-10,-22,-10,-22,-12,-21,-11,-20,-10,-19,-8,-19,-7,-19,-4,-18,1,-21,2,-22,0,-4,0,-2,0,0,-1,1,-1,0,0,-3,1,-9,9,-48,13,-48,15,-49,19,-50,23,-52,25,-53,26,-54,27,-53,28,-52,31,-53,34,-55,37,-55,41,-54,44,-53,44,-52,44,-53,45,-53,42,-51,40,-49,39,-49,37,-48,35,-47,34,-45,33,-44,32,-43,29,-43,26,-43,23,-44
0,96,-128,5,0,5,23,5,20,5,17,6,15,7,14,8,12,8,11,8,9,10,8,10,7,9,6,10,6,11,6,10,7,11,8,12,6,12,5,11,6,10,7,10,7,10,6,9,6,8,6,7,6,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,23,7,23,7,25,7,26,6,27,5,28,5,28,6,28,5,30,3,32,3,33,4,34,2,34,1,33,1,31,1,31,1,31,1,30,2,28,3,28,3,28,2,28,2,27,5,28,5,27,3,26,1,7,6,22,5,21,5,19,5,17,5,15,7,13,8,12,9,10,9,9,9,9,9,8,9,7,9,6,10,6,10,5,11,6,11,6,11,5,9,5,9,5,9,5,9,5,8,5,8,5,7,5,7,5,7,4,7,4,1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,1,3,9,18,9,19,8,20,7,22,7,23,7,25,7,26,7,26,6,27,5,28,4,29,3,30,2,31,1,32,1,33,1,32,1,30,1,30,1,29,2,28,3,27,4,26,5,26,4,26,3,25,4,24,4,23,4,21
0,96,-128,5,0,17,2,17,2,17,2,15,1,14,-1,14,-2,13,-2,12,-3,11,-5,11,-7,10,-7,11,-6,11,-6,10,-7,11,-7,11,-6,11,-6,11,-7,9,-6,9,-5,9,-6,10,-6,9,-5,9,-4,9,-5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,2,23,3,23,4,25,6,26,7,28,8,27,10,25,11,25,11,27,12,28,12,28,12,28,14,27,14,26,13,26,13,26,14,24,13,24,12,23,11,23,10,23,9,23,7,24,7,23,7,23,6,10,2,35,8,35,7,35,6,34,4,30,1,28,-1,28,-3,26,-5,25,-7,24,-9,22,-11,22,-13,21,-13,20,-13,19,-12,20,-13,20,-12,21,-13,21,-13,20,-12,20,-11,20,-10,20,-8,19,-7,17,-6,17,-6,15,-7,15,-9,2,-2,0,-1,-1,0,-2,0,-1,-1,2,-1,7,-1,41,-3,42,0,43,4,45,6,46,8,49,10,50,11,51,13,51,15,51,18,51,20,52,23,53,24,54,24,53,24,52,24,50,23,49,21,48,21,47,21,48,21,46,20,45,18,45,17,44,15,45,13,45,13,45,11
0,96,-128,5,0,15,5,14,4,13,3,12,2,11,2,9,1,7,0,6,-2,5,-4,3,-5,2,-5,2,-6,2,-7,1,-7,2,-9,2,-10,2,-10,2,-10,2,-10,1,-10,1,-9,1,-8,1,-8,2,-7,2,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,22,10,22,11,23,13,24,14,25,15,25,15,25,15,24,16,25,18,26,19,27,18,27,18,26,19,25,20,24,20,24,18,24,17,22,16,21,16,20,16,20,15,20,13,20,13,21,11,18,9,16,11,10,4,32,13,30,11,27,9,24,6,21,2,18,0,15,-2,12,-3,10,-4,8,-7,7,-8,6,-10,5,-11,5,-13,4,-14,4,-16,3,-16,3,-17,3,-17,3,-17,3,-17,3,-16,2,-16,2,-15,3,-14,4,-13,4,-11,4,-9,0,-2,0,-1,-1,0,-2,-1,-1,-1,2,0,7,1,43,8,43,10,43,15,44,16,45,19,46,22,48,24,49,25,49,27,49,29,50,32,51,34,53,34,53,35,53,35,52,36,49,35,48,34,47,32,45,31,43,28,42,26,41,25,40,25,39,22,40,20,38,18,35,17
0,96,-128,5,0,15,10,15,10,13,8,12,7,12,6,12,4,10,1,11,0,11,-1,10,-1,10,-1,10,-2,11,-2,11,-3,11,-4,13,-5,13,-5,11,-4,10,-4,9,-4,10,-4,11,-3,10,-3,9,-3,7,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,12,18,13,18,15,18,15,19,17,18,17,18,18,18,18,19,19,21,20,21,20,20,21,18,22,18,22,17,22,17,22,16,20,16,19,18,19,18,19,18,19,17,19,16,17,16,16,16,15,15,14,8,4,29,14,29,12,29,11,28,9,26,7,25,5,23,3,21,0,21,-2,21,-3,20,-4,19,-6,17,-7,17,-9,17,-10,19,-11,21,-11,21,-12,20,-12,19,-11,18,-11,17,-9,17,-7,16,-7,15,-7,14,-7,16,-8,17,-8,3,-2,0,-1,-1,0,-2,-1,-1,-1,1,0,6,1,36,8,38,10,38,18,38,20,38,22,39,24,39,26,40,28,40,30,40,32,41,33,42,34,41,35,39,36,38,37,39,37,39,38,37,37,36,34,36,32,36,31,36,29,37,27,37,26,35,25,35,25,36,25,35,24
0,96,-128,5,0,-12,-12,-12,-11,-12,-9,-11,-7,-10,-6,-9,-4,-9,-2,-9,0,-8,0,-7,1,-8,2,-9,3,-9,4,-8,5,-8,5,-8,5,-8,6,-8,7,-7,7,-8,6,-8,5,-8,4,-8,4,-8,4,-7,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-17,-20,-16,-21,-17,-22,-18,-23,-17,-23,-17,-24,-17,-24,-16,-24,-16,-25,-17,-27,-18,-29,-17,-30,-15,-29,-13,-27,-13,-26,-14,-25,-13,-25,-12,-24,-13,-23,-14,-22,-15,-21,-15,-19,-14,-19,-14,-19,-13,-18,-12,-17,-8,-8,-24,-24,-24,-22,-24,-19,-23,-15,-21,-12,-19,-10,-18,-7,-17,-4,-16,-2,-15,0,-15,4,-17,7,-17,9,-16,10,-15,10,-14,10,-14,10,-14,11,-14,11,-13,11,-14,10,-14,9,-15,9,-14,9,-13,7,-12,6,-11,7,-12,6,-3,0,-2,0,-1,-1,1,0,0,0,-3,-1,-8,-4,-43,-20,-42,-22,-37,-30,-35,-32,-35,-35,-36,-37,-37,-39,-38,-41,-38,-43,-38,-45,-38,-47,-38,-48,-39,-49,-39,-50,-37,-49,-34,-47,-33,-46,-32,-44,-30,-41,-28,-38,-27,-38,-28,-38,-29,-37,-29,-35,-29,-33,-28,-31,-27,-29,-26,-29
0,94,96,5,0,-13,13,-12,12,-11,13,-9,12,-6,10,-5,10,-4,10,-3,9,-1,8,-1,8,0,7,1,6,2,7,2,9,3,10,3,8,3,8,4,7,4,8,4,9,3,8,3,7,4,7,3,7,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,-19,20,-20,19,-22,18,-22,18,-23,19,-25,19,-26,18,-26,18,-27,19,-29,18,-29,17,-28,17,-28,17,-28,16,-28,15,-28,14,-27,14,-25,15,-25,15,-24,15,-22,14,-21,15,-21,14,-19,14,-18,15,-17,16,-11,6,-31,22,-29,21,-26,20,-23,20,-19,19,-15,17,-12,17,-9,16,-5,17,-2,17,0,17,0,16,1,16,1,16,3,16,5,16,6,16,6,17,6,17,6,17,7,17,7,16,7,16,6,15,5,15,4,14,3,13,3,12,0,2,0,0,-1,-1,1,-2,0,-1,-2,1,-6,5,-34,32,-34,31,-36,33,-39,32,-42,32,-45,32,-47,32,-50,32,-52,31,-51,31,-52,31,-55,30,-56,28,-55,27,-55,27,-56,26,-56,24,-55,23,-53,24,-51,24,-48,25,-45,24,-43,24,-42,25,-41,25,-40,23,-38,24,-37,25
0,96,-128,5,0,16,-15,15,-13,14,-13,13,-13,12,-13,11,-13,9,-14,7,-14,6,-14,5,-13,4,-11,3,-11,4,-12,4,-12,2,-12,1,-11,3,-11,4,-11,3,-10,3,-10,1,-10,0,-9,0,-9,1,-8,2,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-5,15,-19,17,-18,19,-19,20,-19,20,-20,22,-19,23,-18,24,-17,25,-17,25,-18,26,-18,26,-18,25,-16,24,-15,25,-15,25,-16,25,-16,23,-16,24,-16,23,-15,22,-15,21,-16,21,-18,21,-17,20,-17,20,-17,9,-10,32,-29,30,-27,29,-26,26,-25,24,-26,22,-25,19,-23,16,-21,15,-21,13,-22,11,-22,10,-23,9,-23,8,-23,7,-24,5,-24,4,-23,5,-21,6,-20,5,-19,5,-18,5,-18,4,-17,4,-16,5,-14,5,-13,6,-12,4,-12,0,-2,0,-1,-1,0,-1,0,-1,0,1,-2,4,-6,26,-31,30,-31,32,-34,35,-33,38,-32,40,-32,42,-32,44,-31,45,-31,47,-30,49,-30,49,-31,51,-30,51,-28,52,-27,52,-26,51,-26,51,-25,50,-26,48,-26,48,-26,47,-27,45,-28,43,-29,41,-30,40,-29,39,-28,38,-28
0,94,96,5,0,14,1,12,1,10,1,9,1,7,-1,6,-2,5,-3,3,-3,2,-4,2,-5,1,-5,0,-5,-1,-6,-1,-7,-2,-7,-2,-8,-2,-9,-3,-9,-3,-9,-3,-9,-3,-10,-2,-9,-2,-9,-1,-9,0,-9,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,24,7,24,7,25,7,27,7,28,7,27,8,28,8,28,9,28,10,30,10,31,11,30,12,30,12,29,12,28,12,28,11,28,10,26,9,25,9,24,10,24,10,23,9,21,9,20,8,19,6,17,5,10,-1,31,-1,27,-2,23,-2,19,-3,16,-4,14,-5,12,-6,9,-6,6,-6,3,-8,2,-11,0,-12,-1,-13,-3,-13,-3,-12,-3,-13,-3,-14,-5,-15,-6,-15,-6,-16,-7,-16,-7,-15,-7,-15,-7,-15,-7,-16,-5,-17,-8,-14,-5,-13,-1,-3,0,-1,0,0,-2,0,-1,0,2,-2,8,-3,48,-14,48,-11,47,2,48,3,49,3,52,3,54,4,54,5,55,6,55,8,57,9,59,9,59,10,59,11,58,11,56,12,55,13,55,12,55,11,53,10,50,9,48,9,46,9,44,8,41,7,39,5,38,4,35,3
